companyName,company_starRating,company_offeredRole,company_roleLocation,listing_jobDesc,requested_url,compensation_and_benefits,culture_and_values,career_opportunities,work_life_balance,job_type,industry,job_function,company_size,estimated_salary
Skill AS,NaN,DATA SCIENTIST - Data management & Analytics,Oslo,"
Du har fullført høyere utdanning og har relevant erfaring fra fagområdet
 Gode kommunikasjonsevner, både muntlig og skriftlig på norsk og engelsk
 Er effektiv, strukturert og resultatorientert
 Fordel med en eller flere av følgende sertifiseringer eller tilsvarende kompetanse:
Azure Data Scientist Associate DP-100
Azure AI Engineer Associate AI-100
Power Platform Functional Consultant Associate PL-200
Data Analyst Associate DA-100
 Azure Data Scientist Associate DP-100 Azure AI Engineer Associate AI-100 Power Platform Functional Consultant Associate PL-200 Data Analyst Associate DA-100 Erfaring med en eller flere av følgende teknologier
AI & Machine Learning
R eller Python
Cognitive Services
TSQL
Azure Data Bricks
Power BI, Tableau eller Qlik

 AI & Machine Learning R eller Python Cognitive Services TSQL Azure Data Bricks Power BI, Tableau eller Qlik 
Dyktige kollegaer med høy faglig kompetanse, som har det gøy på jobb
 Fokus på kompetanseheving og egenutvikling
 Stor frihet og mulighet til å påvirke din egen arbeidshverdag
 Flotte lokaler midt i Oslo sentrum, med kanskje byens fineste utsikt.
 Gode pensjons - og forsikringsordninger
 Svært gode kantinefasiliteter
 Treningsstudio på arbeidsplassen",https://www.glassdoor.com/partner/jobListing.htm?pos=309&ao=1136043&s=58&guid=0000017b5983210f8d8f80aa30b2d97a&src=GD_JOB_AD&t=SR&vt=w&cs=1_dc3f958d&cb=1629294371460&jobListingId=1006925524859&jrtk=2-0-1fdco689hu5er801-1fdco68a7u2td800-47eed3cc48519985,NaN,NaN,NaN,NaN,N/A,NaN,other,NaN,NaN
Cognizant Technology Solutions,3.8,Senior Data Scientist,Oslo,"Work on delivery project as a member of an experienced consulting team developing and applying advanced analytics & Machine Learning methodologies. Executes a data collection plan from both structured and unstructured sources that helps in data exploration, hypothesis testing and statistical modelling. Design, develop, and implement models, proof-of-concepts and pre-product prototypes that can be used to generate business decisions. Be able to challenge/complement the current methods used. Able to critically evaluate and propose the correct model and suggest improvements. Prepare presentations and reports on findings as well as recommend next steps to ensure successful project completion Seek and develop innovative methods and processes and keep up to date on latest trends, tools and advancements in the area of analytics and data Interacting with the wider European Data Science Guild, the rest of the European Guilds and other Cognizant Business Units globally. Contribution to & participation in the shaping of the Data Science Guild and its activities A university degree in Machine Learning, AI, Statistics, or Operations Research area – or the acquisition of such skills through professional experience consultative approach regarding identifying client issues and commitment to delivering high quality solutions Collaborative team player Know-how in different statistical programming languages such as Python, R, SAS Ability to work autonomously Strong written and verbal communication skills in English Flexibility to travel Nice to have ability to converse in the local language",https://www.glassdoor.com/partner/jobListing.htm?pos=323&ao=1136043&s=58&guid=0000017b5983210f8d8f80aa30b2d97a&src=GD_JOB_AD&t=SR&vt=w&cs=1_eab937ec&cb=1629294371466&jobListingId=1007175465619&jrtk=2-0-1fdco689hu5er801-1fdco68a7u2td800-9fc2561a26775152,3.3,3.6,3.6,3.5,Full-time,Business Services,other,10000+ Employees,NaN
pharmaq,NaN,Bioinformatics / Data science in Bergen,Bergen,"Develop, validate, implement and commercialise molecular biological analyses with a focus on NGS Responsible for the establishment and maintenance of bioinformatics pipelines and databases for community analysis The work will primarily be related to bioinformatics, but some practical analytic work may also be expected You will also be responsible for guiding colleagues and customers Have a good collaboration with our laboratory engineers, product developers, sales and R&D, as well as with Zoetis’ global ITS department Master's degree or equivalent in bioinformatics or similar Experience with one or more programming languages (such as Python, Perl, or R) Experience with genetic engineering methods and method development - and knowledge of relevant computer tools Knowledge of the establishment and maintenance of bioinformatics pipelines and databases Knowledge of epidemiological tracking tools: software for analysis, interpretation, databases and statistics Experience with statistics, collection, processing, compilation, linking and production of big data Experience with aquaculture and fish health, as well as knowledge of microbial ecology, is an advantage You must be a team player in an environment characterised by high pace, and at the same time be good at ensuring progress on your own. You love analytical work, you are structured, responsible, flexible, curious, solution-oriented and have great work capacity Good Norwegian and English skills, both written and oral.",https://www.glassdoor.com/partner/jobListing.htm?pos=318&ao=1136043&s=58&guid=0000017b5983210f8d8f80aa30b2d97a&src=GD_JOB_AD&t=SR&vt=w&cs=1_874d9019&cb=1629294371464&jobListingId=1007167833152&jrtk=2-0-1fdco689hu5er801-1fdco68a7u2td800-f07481f194a9dadc,NaN,NaN,NaN,NaN,N/A,NaN,other,NaN,NaN
Harnham,4.0,Data Scientist,Oslo,"
Improve methodologies for data analysis and modelling working with location data 
Bring ideas from conception and prototypes through to production with support from Data Engineers 
Continue to uphold the highest standard of data in the market 
Endeavour to explore new and existing data sources 
Communicate ideas regularly with clients, partners and your team 
Background in statistics of mathematics 
Experience with using coding languages such as SQL, Python, R or similar for data transformation and analysis 
Experience with data visualisation and related tools 
Comfortable with identifying and applying structure in pipelines and data models 
Passionate about being part of a data-driven culture and working with large datasets 
Willingness to learn new skills 
Experience with Google Cloud Platform",https://www.glassdoor.com/partner/jobListing.htm?pos=319&ao=1136043&s=58&guid=0000017b5983210f8d8f80aa30b2d97a&src=GD_JOB_AD&t=SR&vt=w&cs=1_1f19007a&cb=1629294371464&jobListingId=1007097937835&jrtk=2-0-1fdco689hu5er801-1fdco68a7u2td800-3d92095cd5bbcd90,3.3,3.9,4.0,3.0,Full-time,Business Services,other,51 to 200 Employees,NaN
Accenture,4.0,Accenture Applied Intelligence - Data Engineers/ Data Scientists / AI Engineers - Oslo,Lysaker,"
Business Analysis 
Workshop facilitation 
Design Thinking 
Innovation 
Agile 
Stakeholder management 
Self-organization 
Written and verbal English & Norwegian 
Preferred Bachelors or Masters (Computer Science, Statistics, Engineering, Physics, Mathematics, Economics) 
Minimum for bachelor candidates 
Experience in a relevant professional role (2-5 years) 
Shows evidence of innovation and driving through ideas to delivery 
Shows evidence of continuous professional development 
Language requirements; Fluent English, good Norwegian skills 
Strong Client facing skills 
Able to build and own relationships 
Have business acumen, take initiative and self-driven 
Familiarity with relational databases and intermediate level knowledge of SQL 
Strong conceptual knowledge on statistics 
Very good Microsoft Office (Excel and PowerPoint) skills 
Experience in requirements gathering and design for BI/analytics 
Experience working on advanced analytics projects involving statistical models like logistic regression, Cox proportional hazard model, etc. 
Experience in using advanced analytics tools such as SAS/R 
Experience in using data visualization tool such as Tableau, Spotfire, or Qlikview 
Experience working with large data sets and tools like MapReduce, Hadoop, Hive, etc. 
Experience working with large data streaming technologies like Spark, Flink, etc. 
Hands-on application of SAS, R, Alteryx, and other statistical software/applications 
Strong business and technical knowledge accountability 
Strong Presentation and client service/delivery 
Cloud Certifications (AWS/Azure/GCP) 
Give colleagues and clients the tools to find and use data for routine and non-routine analysis 
Use your sound eye for business to translate business requirements into technical solutions 
Analyze current business practices, processes and procedures to spot future opportunities 
Assess client needs to build bespoke data design services 
Build the building blocks for transforming enterprise data solutions 
Design and build modern data pipelines, data streams, and data service Application Programming Interfaces (APIs) 
Craft the architectures, data warehouses and databases that support access and Advanced Analytics, and bring them to life through modern visualization tools 
Implement effective metrics and monitoring 
Participate in workshops with client’s stakeholders to validate business requirements & functional specifications. 
Design & implement BI/DWH applications to cover the Business Intelligence & Reporting requirements of large organizations utilizing Cloud technology platforms 
Leverage data analysis skills to analyze business areas, understand source systems’ data and map them to DWH data model. 
Design, Build, Test and Deploy advanced ETL processes to move and transform enterprise data 
Participate in the definition of best practices, standards and optimization techniques to enhance the DWH/BI solutions. 
Create and maintain optimal predictive and prescriptive data models 
Assemble large, complex data sets that meet functional/non-functional business requirements 
Identify, design and implement internal process improvements: automating manual processes, optimizing data delivery, re-designing infrastructure for greater scalability, etc. 
Support and collaborate on the infrastructure required for optimal extraction, transformation and loading data from a wide variety of data sources using SQL and Cloud “big data” technologies. 
Work with internal customers to understand their needs and author and define implementation plans and functional specifications that solve those needs. 
Help define the roadmap for the Sales Data and Strategy data science & engineering functional area. 
Create, improve and maintain AI solutions (deep learning, NLP, computer vision, chatbots, VA and robotics etc.). 
Improve various business outcomes and drive innovation. 
Work to create Responsible and explainable AI 
Work directly with key customers to understand the current and future problems they are solving and provide the best AI solutions 
Collaborate closely with the architecture, research, libraries, tools, and teams to influence the design of next-generation architectures, software platforms, and programming models. 
Professional development including your own personal budget for skills development. This can be used for courses, certification, conferences or other learning activities 
Competitive salary, good bonus schemes, occupational pension schemes, share savings and that parental leave is covered beyond NAV's conditions up to 12G 
A wide range of sports and interest groups, including football, running, mountain sports and e-sports 
Larger and smaller social gatherings such as payday parties and annual parties 
Monthly community meetings with a focus on personal and professional development",https://www.glassdoor.com/partner/jobListing.htm?pos=314&ao=1136043&s=58&guid=0000017b5983210f8d8f80aa30b2d97a&src=GD_JOB_AD&t=SR&vt=w&cs=1_4527f36e&cb=1629294371462&jobListingId=1007215490657&jrtk=2-0-1fdco689hu5er801-1fdco68a7u2td800-c782bf827e94811b,3.9,4.0,4.0,3.5,Full-time,Business Services,other,10000+ Employees,NaN
Kahoot!,3.9,Data Scientist,Oslo,"Working as part of our Data Team, you’ll collaborate with other teams to understand their problems and provide them with actionable data analyses Carry out quantitative analysis and modelling to support business objectives using appropriate methods Play a key role in managing data collection (tracking), and assuring data quality and compliance Contribute to our data culture by teaching and supporting others to use our analytic tools effectively Maintain and create new ETLs and API connections to integrate datasets in our data warehouse Be a point of contact for advising product managers, leaders and stakeholders on controlled experiment design and measurement (A/B testing) A degree in a numerate or computing-related subject 3-5 years experience in a similar position Proficient using SQL Fluent using Python and bash Ability to visualise and interpret complex data sets Familiarity with common tools such as Google Analytics/Amplitude and ability to learn new tools quickly Experience using business intelligence tools (Tableau, PowerBI, Thoughtspot…) Experience designing and measuring A/B Tests Experience setting up ETL processes Excellent communication and presentation skills Experience connecting APIs into data warehouses Experience building ML models (Scikit-learn, Tensorflow…)
 Familiarity with Google Cloud Platform (BigQuery, Cloud Storage) A competitive compensation package Share option plan A fast growing environment International work environment with over 40 nationalities An informal, fun and driven culture Flexible working Remote work set-up Social and company events (virtual and in person)",https://www.glassdoor.com/partner/jobListing.htm?pos=312&ao=1136043&s=58&guid=0000017b5983210f8d8f80aa30b2d97a&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_4608ce9d&cb=1629294371462&jobListingId=1007218213386&jrtk=2-0-1fdco689hu5er801-1fdco68a7u2td800-591aafcc16ca139a,3.6,4.0,3.6,4.1,N/A,Education,other,1 to 50 Employees,NaN
Schibsted,4.1,Data Scientist,Oslo,"Delta i Forskningsprosjekter
 Utvikle modeller for praktisk anvendelse i DI systemer
 Delta i utvikling av DI Analytics Platform
 VÃ¦re rÃ¥dgiver overfor kunder og partnere ang. Analyse, AI og ML
 HÃ¸yere utdannelse pÃ¥ universitets- eller hÃ¸gskolenivÃ¥ pÃ¥ minimum masternivÃ¥ innen informatikk eller innen et fag med tungt innslag av informatikk. Realkompetanse med relevans for de aktuelle oppgavene kan kompensere for utdanningskravet.
 Erfaring med Python, R eller lignende i jobbsammenheng
 Programmeringserfaring
 God kjennskap til Public Cloud og Analyse infrastrukturer og verktÃ¸y (AWS)
 God forstÃ¥else for og erfaring med Ã¥ lÃ¸se komplekse problemstillinger
 Egen forskererfaring eller relevant erfaring fra forskningsmiljÃ¸er er en fordel
 Gode engelskkunnskaper, bÃ¥de muntlig og skriftlig
 Analytisk og strukturert
 Resultatorientert
 ImÃ¸tekommende, profesjonell, initiativrik og utadvendt
 Har et et Ã¥pent sinn og liker Ã¥ prÃ¸ve ut ny teknologi
 Kundeorientert
 Konkurransedyktige vilkÃ¥r
 Gode pensjons- og forsikringsordninger
 Kontor sentralt i Oslo sentrum
 Godt arbeidsmiljÃ¸ med stor takhÃ¸yde, utviklingsmuligheter og mange dedikerte mennesker
 Interessante og utfordrende arbeidsoppgaver. Et hyggelig og innovativt miljÃ¸ med hÃ¸yt faglig nivÃ¥.
 Du vil bli en ansatt i et selskap i vekst med mange muligheter.",https://www.glassdoor.com/partner/jobListing.htm?pos=305&ao=1136043&s=58&guid=0000017b5983210f8d8f80aa30b2d97a&src=GD_JOB_AD&t=SR&vt=w&cs=1_cf10eb08&cb=1629294371459&jobListingId=1007011614973&jrtk=2-0-1fdco689hu5er801-1fdco68a7u2td800-7cdc4821e14f8d5c,3.7,4.1,3.9,4.3,Full-time,Media,other,5001 to 10000 Employees,NaN
Illumina,4.1,Clinical Field Applications Scientist,Remote,"Coordinate new clinical installations, including facility inspections and instrument validation.
 Answer questions on customer lab and experimental design, workflow best practices, and data storage and analysis.
 Conduct on-site customer trainings on cornerstone Illumina microarray, Next-Generation Sequencing, library preparation, bioinformatics, consumables, or related products.
 Troubleshoot customer complaints related to biochemistry, assay or experimental design, software, instruments, or user's technical skill. Escalate to appropriate internal resources as necessary to maximize customer uptime and minimize customer effort.
 Regularly communicate essential technical product updates to external customers and Sales counterparts to drive customer success.
 Partner with other functional roles and colleagues under the Illumina team selling model that includes various specialist roles, (key) account managers, district sales managers, and Inside Sales to execute on and assist with the development of strategic plans for winning new business and expanding current customer growth and success through consulting, presentations, workshops, demonstrations, and seminars.
 Contributes to customer relationship management, understanding customer goals, setting appropriate product and performance expectations, and gathering intelligence regarding competitive intel and new sales opportunities.
 Knowledge of competitor activities and innovations within the marketplace.
 Provide efficient communication on strategic and competitive customer feedback to Sales, Marketing.
 Participate on departmental project teams; work collaboratively to execute project plans.
 Prioritize tasks and responsibilities to achieve departmental key performance metrics.
 Represent the company professionally, ethically, and morally at all times.
 Minimum Bachelor’s degree or higher with some biotech experience preferred or an advanced degree preferred.
 Proficient with general lab best practices and common Molecular Biology techniques.
 Capacity to interact with principal investigator-level scientists as well as bioinformaticians and laboratory personnel.
 Proven ability to troubleshoot and resolve technical issues.
 Strong written and verbal communication and proven presentation and training skills.
",https://www.glassdoor.com/partner/jobListing.htm?pos=317&ao=1136043&s=58&guid=0000017b5983210f8d8f80aa30b2d97a&src=GD_JOB_AD&t=SR&vt=w&cs=1_9a620e11&cb=1629294371464&jobListingId=1006959865579&jrtk=2-0-1fdco689hu5er801-1fdco68a7u2td800-41bb83330a0d2ee4,4.1,4.2,3.9,3.8,Full-time,Biotech & Pharmaceuticals,other,5001 to 10000 Employees,NaN
oda,2.1,Director of Data & Insight - Growth,Oslo,"Work closely with our Chief Growth Officer to build our growth models, shape our growth strategy and enable the entire Growth function to work with actionable insights: We are ramping up our organization by increasing our growth teams, whose work spans across marketing and product, led by our Chief Growth Officer Yara Paoli. You will work on, and further develop, our powerful insight infrastructure with a core focus on enabling others to become data-literate and use data to meet our growth ambitions. Growth models, growth loops, growth funnel optimization, as well as habit formation, hacking the key to a great viral coefficient, and forecasting new growth levers’ impact are only a few of the interesting problems ahead. On top of this you will deal with solving the full spectrum of marketing enablement from attribution modelling to incrementality testing, to marketing automation and next-best action scenarios within a lifecycle analysis context. 
Attract, recruit and onboard data professionals: You attract and hire the best talent, and help them get up to speed and feel welcome - regardless of whether they are straight out of school or seasoned professionals. 
Raise the bar in the Data and Growth Science discipline: Advocate and continuously improve all skills related to Data & Insight indirectly through leads and managers in your platform area. Develop a team culture, routines, standards and systems that encourages Data Scientist and Data Analysts to help and push each other to be better. This role in particular will also set the standard for how to enable data insights for best-in-class growth methodology.
 Enable our data professionals to grow: You set expectations, enhance motivation, give feedback and support in the development of each data professional either directly or indirectly by building up and leading other managers. You are an inspiring leader and a great mentor as well as being flexible and capable of leading by example if necessary. 
Create the conditions for value creation from data: Ensure that data professionals have what they need to do their best possible work, be it tools, materials, space, lack of distractions, stakeholder management, time for experimentation or research, training, inspiration, or advocacy. You also make sure we catch opportunities for collaboration across platform areas and teams, and contribute to the continuous improvement of our Data & Insight discipline. 
Give back and share: Ensure that we actively share learnings and opinions with others around us both internally and externally via our blog on Medium, talks and other relevant forums, and in particular around your discipline and its solution areas. 
The opportunity to leave a lasting mark and impression on the daily lives of the people around you, through a product that truly contributes to their general well-being. 
A large, tight-knit Data & Insight specialist community — there are 35 of us in various teams within the company at the time of writing, and we all maintain strong ties even though we work in widely different areas! 
Excellent opportunities for personal and professional development and progression in a fast growing, ever-changing tech company with new challenges and opportunities to solve meaningful, previously unsolved problems around every corner. We make it a priority to facilitate internal promotion and mobility so you can keep growing within the company. 
Enthusiastic colleagues who truly care about helping others. 
An onboarding program where all new employees get to work hands-on in delivery, picking, replenishment and customer service — in addition to our Data & Insight-specific onboarding. 
Get to know our way of working with OKR's— a framework we share with Google, Twitter and Uber — and Flow, our own system for working within and between development teams to create value. 
A transparent workplace where we use Quip and Slack to communicate, discuss and share what we are working on, and stay on the loop with less e-mails and meetings. 
Possibility to invest in private company stock options. 
Help with relocation provided if your favorite option is Oslo or Berlin, alternatively we will be open to discuss a remote setup in compatible time zones. Travel, once permitted, will however be required. 
Proven experience as a leader and as a manager of data professionals, ideally across multiple teams, within analytical disciplines, including recruitment and building up teams. 
Passionate about creating a great data and insight culture.
 Experience working hands-on as in analytical roles, such as data engineer, data analyst or data scientist, in a modern product & tech company. 
Know how to set and align on a great strategy where data is a key component, communicate it effectively and execute on it across several teams and areas. 
Know how to organize analytical roles and teams in a way that secures great impact, balances autonomy with alignment, and really engages people — you’ve tried different models and know what works and when. 
Manage a large and varied set of stakeholders across a big organization. 
Have a passion for understanding causes behind the exponential growth of certain tech start-ups, for growth strategies and are familiar with the reasons that led to the rise and fall of growth hacking. 
Understand marketing and the complexities of channel discovery, optimization and experimentation at scale. 
Open to travel from time-to-time and capable of leading remote teams as effectively as those on-site with you. 
Master’s degree or higher within a technical and/or quantitative field, such as computer science, mathematics, statistics, physics or economics. 
Proven track record of attracting and recruiting skilled talent in the Data & Insight Discipline, and enabling them to be great. 
Experienced in working on data enablement for marketing and/or growth cross-functional teams. 
Speak and write fluently in English (additional languages is a plus).",https://www.glassdoor.com/partner/jobListing.htm?pos=321&ao=1136043&s=58&guid=0000017b5983210f8d8f80aa30b2d97a&src=GD_JOB_AD&t=SR&vt=w&cs=1_2bc63982&cb=1629294371465&jobListingId=1007006991395&jrtk=2-0-1fdco689hu5er801-1fdco68a7u2td800-35b2eaac49a7fded,1.8,2.8,2.1,1.9,Full-time,NaN,other,1 to 50 Employees,NaN
Amesto NextBridge AS,NaN,Er du vår nye Data Scientist?,Oslo,"Erfaring med maskinlæring
 Erfaring med programmering i Python eller R (eller andre språk)
 Doktorgrad i relevant disiplin (krav)
 Helst 2 års erfaring eller mer etter doktorgrad Snakker og skriver norsk (minimum B2 nivå)",https://www.glassdoor.com/partner/jobListing.htm?pos=310&ao=1136043&s=58&guid=0000017b5983210f8d8f80aa30b2d97a&src=GD_JOB_AD&t=SR&vt=w&cs=1_237c7f32&cb=1629294371461&jobListingId=1007131327443&jrtk=2-0-1fdco689hu5er801-1fdco68a7u2td800-ecbbc2f9fde3272b,NaN,NaN,NaN,NaN,N/A,NaN,other,NaN,NaN
Dynaspace,NaN,Data Scientist,Bergen,"
Analyze data, establish proper classifications and apply them appropriately
 
Provide feedback to our engineers if data is noisy or instructions are unclear
 
Provide constructive feedback to our engineers on tooling and processes for more efficient labelling, and to improve data quality
 
Maintain ownership of each annotation assignment, and respond to any changes in procedure
 
Bachelor's degree in information technology, computer science or similar
 
Experience with object detection, satellite image annotation, or other related work
 
Excellent written and oral communication skills in English (you will be working with a multicultural team)
 
Good at ‘forensic analysis’ and noting distinctions between similar images or material
 
Ability to work independently and manage one's time
 
Strong imagery pre-processing skills and functional knowledge of satellite or drone imagery would be a plus
 
Familiarity with various AI/ML frameworks and/or models (e.g., Tensorflow, Caffe, etc.) is a plus
 
The role is structured as a contract position with remuneration based on the candidate’s experience level
 
We have offices based in Bergen and Oslo, however remote work options are available for this role
 
We are in growth phase and will extend the option to high performing individuals to join the team permanently at a later stage
 
You would like to work in a fast growing company with an innovative business model and diverse team
 
You are a collaborative self-starter who wants to dive right in
 
You want the opportunity to develop and drive your own projects
 
You want to go behind the scenes and be a part of driving sustainability in the aquaculture industry IT / Telekommunikasjon / Internett 
Applikasjonsutvikling/ programmering",https://www.glassdoor.com/partner/jobListing.htm?pos=313&ao=1136043&s=58&guid=0000017b5983210f8d8f80aa30b2d97a&src=GD_JOB_AD&t=SR&vt=w&cs=1_e7cc32e7&cb=1629294371462&jobListingId=1007114372850&jrtk=2-0-1fdco689hu5er801-1fdco68a7u2td800-3c0a0263b7c52e84,NaN,NaN,NaN,NaN,Full-time,NaN,other,NaN,NaN
Google,4.5,"Software Engineer, University Graduate, Android (2021)","London, England","
Bachelor's degree in Computer Science, related technical field, or equivalent practical experience. Completed projects or classes focused on data structures and algorithms. Experience programming in C++ and/or Java. 
Master’s degree in Computer Science or related technical field. Android application development experience in C++, Java, and/or Kotlin. Experience in web applications, mobile applications, and multi-tiered systems. Ability to select and implement an algorithm, using appropriate data structures to efficiently solve a problem; interpreting algorithms and contributing ideas to their development. Effective object-oriented skills. Research, create, and develop software applications to extend and improve on Google's product offering. Contribute to a wide variety of projects across the full-stack.",https://www.glassdoor.com/partner/jobListing.htm?pos=107&ao=1136043&s=58&guid=0000017b598599e29b116ecba53ed82f&src=GD_JOB_AD&t=SR&vt=w&cs=1_2daaa4df&cb=1629294533839&jobListingId=1007233752382&jrtk=2-0-1fdcob6gcu5e7801-1fdcob6h8u1kh800-c1201dbd4ea3df33,4.5,4.4,4.3,4.3,N/A,Information Technology,software engineer,10000+ Employees,NaN
Silicon Roundabout Academy,NaN,Apprentice Software Engineer,"London, England","Development and maintenance of Websites, Web Based applications and Web Services Understanding requirements from client/specifications and identifying concepts within the system Structured Testing of systems Support building technical solutions to requirements driven by the broking divisions Test these changes with either automated tools or manual testing Flexible schedule Work from home 8 hour shift Do you code in your spare time? Have you studied any coding languages ? Which coding languages do you know ? Bachelor's (preferred) Yes",https://www.glassdoor.com/partner/jobListing.htm?pos=102&ao=1136043&s=58&guid=0000017b598599e29b116ecba53ed82f&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_dc7a612b&cb=1629294533838&jobListingId=1007192628792&jrtk=2-0-1fdcob6gcu5e7801-1fdcob6h8u1kh800-9225032518f75200,NaN,NaN,NaN,NaN,Full-time,NaN,software engineer,NaN,NaN
Solution IP Ltd,3.9,Systems and Software Engineer,United Kingdom,"Responsible for the software and phone system deployment for allocated projects, including supervision of third-party contractors. Data Collection, Pre-Build, testing and training end users Provide telephony system support to clients within Service Level Agreement requirements Provide support for Helpdesk when required Provide assistance to Head of Delivery on project installations Updating internal company systems to reflect clients’ hardware configurations and remote connections Site maintenance visits where needed Horizon. GCSE Math and English at Grade C level or above. Experience of installing and configuring Horizon telephone systems and broadband connectivity. Great customer service skills, written and verbal communication skills. Confident in dealing with customers face to face. Ability to understand and work to Service Level Agreements. Desire to improve own skills. Adaptable and flexible. Self motivated. All necessary product knowledge will be provided Akixi, Collaborate, Mitel and Fotigate Networking, LAN and WAN experience, Set up of phone system in a 3rd party network environment. Good organizational and time management skills Good interpersonal skills Effective communicator, on phone, in writing and in person Supervisory skills for third party contractors Competencies (see Interview Guidance Notes) Good Problem Solver Multi-tasker Proactive Performance bonus Yearly bonus Additional leave Life insurance Store discounts Work from home Monday to Friday Overtime GCSE or equivalent (preferred) Horizon: 2 years (required) Yes",https://www.glassdoor.com/partner/jobListing.htm?pos=123&ao=1136043&s=58&guid=0000017b598599e29b116ecba53ed82f&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_f163ab38&cb=1629294533841&jobListingId=1007221444028&jrtk=2-0-1fdcob6gcu5e7801-1fdcob6h8u1kh800-a725ad1eb321dd36,3.6,3.9,3.9,3.8,Full-time,Information Technology,software engineer,201 to 500 Employees,"£30,000 - £35,000 (Employer Est.)"
NaN,NaN,NaN,NaN,NaN,https://www.glassdoor.com/partner/jobListing.htm?pos=124&ao=1136043&s=58&guid=0000017b598599e29b116ecba53ed82f&src=GD_JOB_AD&t=SR&vt=w&cs=1_6eba532b&cb=1629294533841&jobListingId=1007235854574&jrtk=2-0-1fdcob6gcu5e7801-1fdcob6h8u1kh800-c2a573141f13f30e,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Paradigm Communication Systems Ltd,NaN,Junior Software Engineer,"Alton, South East England, England","Strong .NET programming skills (C#) Knowledge of REST APIs ASP.NET Web Application Development Experience Web API / TCP/IP / UDP / Serial programming experience Good working knowledge of at least one front end web framework (e.g. Vue, React, Angular) Good basic IT knowledge (PCs/Servers/O/S/Networking/Backups/Office) Good communication skills and the ability to work as part of a team or if standalone Solid organisational skills / timekeeping / working to deadlines / motivated .NET 5 Linux operating systems / shell scripting Understanding of the SNMP Protocol (Programming experience desirable) SPI/I2C programming experience Web Server lifecycle knowledge Performance bonus Casual dress Company pension Gym membership On-site parking Day shift Monday to Friday No weekends Bachelor's (preferred) No",https://www.glassdoor.com/partner/jobListing.htm?pos=104&ao=1136043&s=58&guid=0000017b598599e29b116ecba53ed82f&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_bf777a82&cb=1629294533839&jobListingId=1007242776795&jrtk=2-0-1fdcob6gcu5e7801-1fdcob6h8u1kh800-4c7b90c57ff985ea,NaN,NaN,NaN,NaN,Full-time,NaN,software engineer,NaN,"£260,000 - £310,000 (Employer Est.)"
Hire STEM Women,NaN,Graduate Software Engineer,"Manchester, England","A passion for solving real-world challenges: First and foremost, you’ll get a buzz from building things that make a difference to businesses, people and society. We also want to see passion for coding – any experience you have is a bonus An articulate people-person: You’ll be interacting with a wide variety of individuals: some deeply techy, some from complex business domains, and others with low digital literacy. You’ll need to be comfortable understanding their needs and discussing potentially complicated technical ideas with all of them A positive, can-do team player: You love pushing the team to greater heights by helping colleagues out wherever you can. You always look to improve yourself and others. Your default answer to a question is ‘yes’, and you make big problems seem small Starting salary of £40,000 (London), £38,500 (Cambridge) and £37,000 (Manchester) 50% of company profits paid as bonus to employees 20-25 days annual holiday with the option to buy or sell, plus charity days Generous maternity, paternity and adoption pay Dedicated budget for staff activities and entertainment Great offices, plus free on-site gym and subsidised restaurant in London A workplace that promotes diversity and inclusivity Annual company holiday abroad 8 hour shift Bachelor's (preferred) No",https://www.glassdoor.com/partner/jobListing.htm?pos=112&ao=1136043&s=58&guid=0000017b598599e29b116ecba53ed82f&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_a8cd4f73&cb=1629294533840&jobListingId=1007226982004&jrtk=2-0-1fdcob6gcu5e7801-1fdcob6h8u1kh800-9200fc79f53ab7f7,NaN,NaN,NaN,NaN,Full-time,NaN,software engineer,NaN,"£25,000 - £32,000 (Employer Est.)"
Ava,3.0,Graduate Software Engineer,"Uxbridge, England","
Knowledge of a general-purpose programming language, including any of: Golang, Python, C, C++, Java, JavaScript, HTML, or CSS. Designing, developing, and consuming REST APIs. Knowledge of network security (e.g. SSL/TLS) and other crypto concepts. Appreciation of test-driven development, continuous integration/deployment, Kanban. Experience using Version Control Software such as Git as part of working in a team. Experience developing for Machine Learning / Computer Vision 
Attractive salary with possibility for stock options Flexible working hours A remote-friendly organisation, with colleagues working remotely either part or full-time A startup with solid financial backing and long-term horizon Travel opportunities, as we have R&D offices in London & Oslo and Sales offices in the US An international group of colleagues, working on anything from hardware, software, user experience, artificial intelligence, machine learning, audio/video processing, and analytics, mechanical, and industrial design. Visa sponsorship available Newly refurbished and modern offices with disabled access and good transport links at The Charter Building in Uxbridge, London, UK.",https://www.glassdoor.com/partner/jobListing.htm?pos=117&ao=1136043&s=58&guid=0000017b598599e29b116ecba53ed82f&src=GD_JOB_AD&t=SR&vt=w&cs=1_6d04ca64&cb=1629294533840&jobListingId=1007072329073&jrtk=2-0-1fdcob6gcu5e7801-1fdcob6h8u1kh800-99fccd704b55d1ae,2.3,3.7,3.0,4.3,Full-time,NaN,software engineer,NaN,NaN
