companyName,company_starRating,company_offeredRole,company_roleLocation,listing_jobDesc,requested_url,compensation_and_benefits,culture_and_values,career_opportunities,work_life_balance,job_type,industry,job_function,company_size,estimated_salary
Blackboard,3.7,Associate Software Engineer,Bogota,"
Bachelor’s degree in Computer Science or related field or equivalent combination of education and experience
 1-2+ years of experience in product development and a background in web application development (Java, Node.js, Python) 
Knowledge of building in large-scale, cloud environments, AWS, cloud-based solution implementation and maintenance 
Knowledge and experience working in Amazon Web Services (i.e. Kubernetes, DynamoDB, CloudFront, or Aurora) 
Experience with Web Services (REST API), authentication, CI/CD lifecycles and pipelines 
Knowledgeable about AWS serverless services (such as Lambda, DynamoDB, Aurora, Event Bridge) 
Experience in developing single-page JavaScript applications and frameworks such as React, Redux, or Angular 
Ability to communicate effectively with technical and non-technical audiences in a global environment 
Passionate about software development 
Fluency in written and spoken English at CEF B2 level or above 
Master’s degree 
AWS Certification
 Prior experience in web service development with a service-oriented architecture Located in Capital Towers center in the financial district 
Excellent and secure area to eat lunch, have a walk, or dine after office hours 
Benefits in prepaid medicine 
Easy access to public transportation close to two important avenues, Carrera 7 and Calle 100 
Free bike parking for employees and paid bike parking for visitors 
Multiple private spaces for virtual and face-to-face meetings 
Regular events like bring your dog to work day and ping-pong, foosball, and Mario Kart tournaments 
Sodexo card provided for employees 
Learn more about the Bogota office culture by checking out our Facebook page",https://www.glassdoor.com/partner/jobListing.htm?pos=206&ao=1136043&s=58&guid=0000017b57456514b9fb2194f6aee62a&src=GD_JOB_AD&t=SR&vt=w&cs=1_8866a948&cb=1629256771195&jobListingId=1007236409870&jrtk=2-0-1fdbkap9vu5ej801-1fdbkapahu2vt800-1fcb72667d1e007a,3.5,3.9,3.5,3.8,Full-time,Information Technology,other,1001 to 5000 Employees,NaN
Rockwell Automation,4.0,PROJECT SOFTWARE ENGINEER,Medellín,"Job Description
Rockwell Automation, the world's largest company dedicated to industrial automation, employs about 22,000 individuals globally, makes its customers more productive and the world more sustainable. Throughout the world, our flagship Allen-Bradley® and Rockwell Software® product brands are recognized for innovation and excellence, and serves customers in more than 80 countries worldwide.When you choose Rockwell Automation, you join talented employees who have helped us establish our leadership position in the automation industry over the past century.You join a diverse, inclusive and global community with a passion for innovation. A place where you can partner with great minds and inspiring people.As much as we focus on our customers, we know our employees are key to our success and future. Helping you develop a rewarding career is a top priority. Because when you succeed, we succeed.As a Software Engineer for Rockwell Automation, you will have the opportunity to design and develop industry-leading commercial software, known for its innovation and usability. You will also be responsible for performing basic software testing tasks including, but not limited to, test development, planning, scheduling, and execution. In this position, you will be highly involved in subsystem design, implementation, and testing, working very closely with the support of our senior engineers. You will play an active role in all the stages of the development lifecycle and support your team throughout the process. You will also help ensure that developed products meet requirements and are within total quality management standards. This position will allow you to collaborate with multiple global cross-functional teams. When you join our software engineering group, you become part of a team that believes in knowledge sharing and collaboration and that is committed to using reliable and well-thought-out engineering practices and technology to overcome any challenges. We are looking for someone who will effectively leverage and learn from a diverse set of technical backgrounds and opinions by fostering a team-oriented environment and the use of open and direct communications, honesty and respect. The ideal candidate will also actively seek knowledge of new developments in the software engineering, computer engineering, and test automation fields and will identify and pursue career development and training opportunities. The candidate should be an experienced professional with a full understanding of area of specialization and an ability to resolve wide range of issues in creative and effective ways. This role reports to the Software Engineering Manager and is located in Colombia What you will do - Independently gathers and documents requirements for a feature and its components, ensuring the information required for the development of software and corresponding test cases are contained in the specifications. - Participates in architectural design and independently develops system designs that meet the requirements. Provides estimates for the design. Considers tradeoffs between requirements, speed, cost and reliability in the choice of a design approach. - Implements and documents code that meets the requirements of the software design. - Leads or participates in reviews of documents, designs, code, test cases and user documentation. - Builds relationships and interacts with peers to ensure assigned tasks are prioritized appropriately. - Thinks outside the box and is willing to research and explore new avenues to overcome obstacles by utilizing the latest technologies and standards. May function as a go-to person for a technology, software methodology, or other area of expertise. - Takes the lead on identifying and recommending software development capability improvements in the areas of software development practices and development tools. Minimal qualifications - Bachelor’s degree in Computer Science, Computer Engineering, Electrical Engineering, or equivalent - At least 8 years of experience in a software product development environmentPreferred qualifications - Experience in large, scalable distributed systems and/or SaaS solutions - Software development on Cloud and Mobile platforms - Object orientated design using C++, C#, or Java - Proficiency in TypeScript, Node.js, Angular framework, GraphQL - One or more of the following – High availability, performance and scalability, micro services, SOA, modern database architectures, highly automated test systems, rapid prototyping, demonstrable experience of taking concept to product, Web technologies, security, data communication, and contemporary user interface technologies - Software development on both Windows and Linux - Direct experience with design patterns and architecting modular software - Direct experience with the Industrial Automation industry is desired - Direct experience collaborating with local and global technical development teams - Strong interpersonal and English communication (verbal and written)Show more ",https://www.glassdoor.com/partner/jobListing.htm?pos=212&ao=1136043&s=58&guid=0000017b57456514b9fb2194f6aee62a&src=GD_JOB_AD&t=SR&vt=w&cs=1_a5f6707f&cb=1629256771196&jobListingId=1006825559403&jrtk=2-0-1fdbkap9vu5ej801-1fdbkapahu2vt800-5315d63739e97602,3.6,4.0,3.6,3.7,Full-time,Manufacturing,other,10000+ Employees,NaN
Arup,4.1,Administrative Assistant,Bogota,"arranging travel and itineraries for the leadership team including air, hotel, transfers, passports, and visas for assigned Senior Leader(s) of the office preparing, reconciling and processing of expense reports assisting with the managing, organizing, planning, and executing events assisting leadership team with calendar/e-mail/expense report approval when required Assisting leadership team and the Marketing Group on RFQ/RFP submissions assisting the office administrator General on day to day activities to ensure the order of the office providing local administrative support to regional HR team, including onboarding, interview scheduling, and more assisting with the preparation, proofreading, and editing of correspondence, communications, presentations and assisting with document management assisting project managers with administrative functions and processes Other duties as assigned minimum 2 years’ relevant experience in a fast paced and professional environment. Professional Degree CRM or other client management software is preferred
 knowledge of Microsoft Office Suite (Excel, Outlook, PowerPoint, and Word) is required the ability to work in a deadline-driven environment strong written, oral communication and typing skills in English and Spanish detailed-oriented with the ability to prioritize and manage differing needs of their projects",https://www.glassdoor.com/partner/jobListing.htm?pos=202&ao=1136043&s=58&guid=0000017b57456514b9fb2194f6aee62a&src=GD_JOB_AD&t=SR&vt=w&cs=1_dbbab16f&cb=1629256771195&jobListingId=1007231335999&jrtk=2-0-1fdbkap9vu5ej801-1fdbkapahu2vt800-3652dcea4a516da1,3.6,4.3,4.0,3.6,N/A,Business Services,other,10000+ Employees,NaN
Prodigious Latin America,NaN,Senior Software Engineer (Java),Bogota,"Work closely with Creative, Business, Technology and QA teams to ensure the technology will be functional and meet performance targets Own the development of sub-systems and ensure they follow the established technical architecture and design Implement user and business requirements that are composed of multiple development activities or touch various sub-systems Maintain concise and clear documentation on projects as dictated by each capabilities guidelines and best practices Debug complex issues in existing software applications Provide proactive feedback on policies and procedures when an opportunity for improvement exists Perform code reviews and enforce coding guidelines and best practice BS in Computer Science or related discipline, or equivalent practical experience English level B2 or higher 3+ years of software development experience with expertise in Java 6 and above and knowledge of the latest Java (8/9) features. Microservices/Core Java expertise. Spring Boot/Spring Batch expertise. Kubernetes/Docker/Containers experience. Rest API experience. Adobe Marketing Cloud (AEM, Analytics, Target) experience is a plus Experience in writing high-quality code with full automated unit test coverage. Experience in defining and applying design standards, patterns, quality matrices depending on the solutions. Access to Health Insurance Employee Fund Employee engagement activities and events Days of Work from Home Flexible Schedule Technical training, soft skills development, technical certifications, access to online libraries and e-learning platforms Find your path Program Level up Program Java: 3 years (Preferred) English (B2) (Required) Temporarily due to COVID-19",https://www.glassdoor.com/partner/jobListing.htm?pos=213&ao=1136043&s=58&guid=0000017b57456514b9fb2194f6aee62a&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_b270a6a3&cb=1629256771196&jobListingId=1007243187166&jrtk=2-0-1fdbkap9vu5ej801-1fdbkapahu2vt800-8b167e46ec5a191d,NaN,NaN,NaN,NaN,Full-time,NaN,other,NaN,"COP 84,000,000 - COP 102,000,000 (Employer Est.)"
CSG,4.1,Software Development Engineer,Bogota,"
Strong leadership skills 
Ability to work with a team of developers and QA members as they work on defining complex client implementations, addressing production problems or developing productivity enabling tools 
Review feature requests with key stakeholders and work with other team members to ensure successful feature delivery 
Unrelenting focus on enabling team learning and continuous improvement 
Excellent communication skills and experience working with clients 
Commitment to employee professional development 
A passion for people, performance improvement and self improvement 
A strong interest in technology and desire to expand the technical skillset 
Ability to understand large complex systems to enable effective problem analysis and developing a solution 
Active involvement in cross-team meetings focused on release and solution planning 
A passion for technology and its use to solve complex business problems in a timely and robust manner. 
Work effectively with client support teams and implementation architects to resolve application issues 
A passion for problem solving 
3-8 years of related experience. 
Proven track record of engaging with a team in an Agile/Lean environment 
Strong communication, organization and facilitation skills 
A Bachelor's level technical degree (engineering, computer science) 
Experience with T-SQL, C# and .Net to support project work is a plus. 
1+ years of experience in a data transformation environment a plus. 
Strong technical background preferably with experience in communications related industries 
Ability to communicate in English is a requirement",https://www.glassdoor.com/partner/jobListing.htm?pos=225&ao=1136043&s=58&guid=0000017b57456514b9fb2194f6aee62a&src=GD_JOB_AD&t=SR&vt=w&cs=1_6c4ed791&cb=1629256771197&jobListingId=1007220965351&jrtk=2-0-1fdbkap9vu5ej801-1fdbkapahu2vt800-af6abf53a608d672,3.9,4.2,3.7,4.2,Full-time,Information Technology,other,1001 to 5000 Employees,NaN
Blackboard,3.7,Software Engineer in Test,Bogota,"
A few years of experience in QA automation and experience developing test automation scripts for web applications 
Experience with test automation tools and frameworks such as pytest and Webdriver, Postman, or JMeter
 Experience with version control and source code management System like GIT, Stash or similar 
Experience with JavaScript libraries/frameworks such as React/Vue, CSS3, HTML5, and experience implementing Web Services (REST API)
 In-depth knowledge of various software quality and testing methodologies
 Technical understanding of database configuration and ability to write simple SQL scripts 
Experience with one or more scripting languages like Python, Ruby, or Groovy 
Ability to troubleshoot software/hardware configuration problems
 Ability to capture test requirements, document test cases, and build test plans using automated tools like Cucumber, Appium, and/or Selenium 
Experience building and testing applications as part of a continuous delivery lifecycle and experience with build environments like Jenkins and Docker 
B.S. in Computer Science or related area of study
 Fluency in written and spoken English at CEF B2 level or above 
Experience with Snowflake
 Experience with Amazon QuickSight and AWS Technologies  Located in Capital Towers center in the financial district
  Excellent and secure area to eat lunch, have a walk, or dine after office hours
  Benefits in prepaid medicine
  Easy access to public transportation close to two important avenues, Carrera 7 and Calle 100
  Free bike parking for employees and paid bike parking for visitors
  Multiple private spaces for virtual and face-to-face meetings
  Regular events like bring your dog to work day and ping-pong, foosball, and Mario Kart tournaments
  Sodexo card provided for employees
  Learn more about the Bogota office culture by checking out our Facebook page",https://www.glassdoor.com/partner/jobListing.htm?pos=219&ao=1136043&s=58&guid=0000017b57456514b9fb2194f6aee62a&src=GD_JOB_AD&t=SR&vt=w&cs=1_56aae174&cb=1629256771197&jobListingId=1007241636338&jrtk=2-0-1fdbkap9vu5ej801-1fdbkapahu2vt800-5ec036314e97dd85,3.5,3.9,3.5,3.8,Full-time,Information Technology,other,1001 to 5000 Employees,NaN
Imaging Experts and Healthcare Services S.A.S.,NaN,Quality Assurance Engineer,Bogota,"Profesional con experiencia demostrable mayor a 6 meses como ingeniero de aseguramiento de la calidad en productos de software (pruebas funcional, planes de prueba, pruebas de regresión, automatización de pruebas, etc). Idealmente, el candidato debe conocer los detalles del ciclo de vida de un software, orientado a las fases de prueba y documentación de productos. Indispensable, nivel conversacional en Inglés.Te ofrecemos un ambiente de trabajo colaborativo, aprendizaje constantes, crecimiento profesional y trabajo 100% remoto.Puedes aplicar desde cualquier ciudad de Colombia, lo indispensable es cumplir con los requisitos anteriormente descritos.Asignación salarial: $3.0000.000 - $4.000.000 dependiendo de la experienciaTipo de puesto: IndefinidoSalario: $3.000.000 - $4.000.000 al mesShow more ",https://www.glassdoor.com/partner/jobListing.htm?pos=227&ao=1136043&s=58&guid=0000017b57456514b9fb2194f6aee62a&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_a44c5954&cb=1629256771198&jobListingId=1007131892654&jrtk=2-0-1fdbkap9vu5ej801-1fdbkapahu2vt800-2fe2b51b07a8520e,NaN,NaN,NaN,NaN,Full-time,NaN,other,NaN,"COP 36,000,000 - COP 48,000,000 (Employer Est.)"
ZOLL LifeVest,3.5,Deployment Engineer,Trabajo desde casa,"
Installation and configuration of Software and Hardware Products into Hospital and EMS Systems 
Perform training for clients either through on-site (travel required) or through remote tools 
Participate in training for the Sales Teams as products develop 
Contribute towards knowledge base articles for Sales Engineering and Support 
Provide feedback to Marketing, Product Management, and Sales Management in order to assist in the further development of the Rescue Net Product Suites and associated hardware 
Attend trade shows as required to support the sales effort 
Strong Presentation and training skills 
2+ years of related experience 
Strong technical aptitude and problem solving approach 
Experience in troubleshooting software installs 
Excellent oral and written communication skills 
Self-motivated and directed 
Experience in providing support to a sales organizations that focuses on selling complex enterprise wide software and hardware solutions 
Ability to travel to sales regions from a home office (estimated 75% of the time) 
B.S. Degree in Engineering or equivalent 
Technical Background is highly desired",https://www.glassdoor.com/partner/jobListing.htm?pos=221&ao=1136043&s=58&guid=0000017b57456514b9fb2194f6aee62a&src=GD_JOB_AD&t=SR&vt=w&cs=1_1a00025f&cb=1629256771197&jobListingId=1007111333774&jrtk=2-0-1fdbkap9vu5ej801-1fdbkapahu2vt800-984b1fcb559eeb08,3.4,3.0,3.0,3.1,N/A,Manufacturing,other,1001 to 5000 Employees,NaN
Aptuno,NaN,Full-Stack Software Engineer (Remoto),Bogota,"Experiencia y dominio en un lenguaje de programación (Typescript, Golang, Java, Python). Experiencia usando bases de datos relacionales, de preferencia MySql. Experiencia construyendo y consumiendo aplicaciones con Graphql. Experiencia creando pruebas unitarias e integradas en las aplicaciones desarrolladas. Experiencia en alguna herramienta que implemente el patrón observador (rxjs, RxJava, Vert.x u otra que ud conozca). Experiencia trabajando con sistema de controles de versiones distribuido, de preferencia Git. Experiencia trabajando en equipos que usan metodologías ágiles en sus proyecto. Experiencia en arquitecturas limpias Experiencia en CQRS u otros patrones de arquitectura Experiencia en Domain Driven Design Trabajar en la definición de arquitectura y del desarrollo de los productos en conjunto con el equipo, para garantizar que las entregas tengan alta usabilidad, funcionalidad, mantenibilidad y velocidad, además de buenas prácticas de desarrollo de software. Garantizar que las soluciones técnicas estén alineadas a la estrategia del negocio y entender los objetivos, metas e indicadores, relacionados al producto. Interactuar con el equipo de diseño para validar, definir y simplificar los casos de usos propuestos para mejorar la experiencia de nuestros usuarios. Trabajar cercanamente con los ingenieros frontend para definir y optimizar el intercambio de datos entre el servidor y los usuarios. Entender el impacto de las soluciones que el equipo crea para el usuario final. Contribuir con el diseño de soluciones de una arquitectura escalable, además de estar en constante búsqueda de nuevas tecnologías y formas de trabajo. Colaborar con la evolución de las habilidades técnicas del equipo y en la mejora continua de los procesos, herramientas y tecnologías que impactan el desarrollo del producto. Trabajar en un ambiente colaborativo, en el cual prácticas de mentoría, pair-programming, feedback y motivación son un denominador común entre los integrantes de los equipos. Un paquete de compensación salarial competitivo con los diferentes perfiles del mercado. Seguro de gastos médicos mayores Ser parte de un proyecto de alto impacto que afectará y revolucionará la industria y que mejorará la vida de muchas personas. Ser protagonistas de la innovación; nos identificamos como una empresa de tecnología y el equipo de ingeniería es el núcleo de lo que queremos construir. Trabajar en un ambiente informal y jerarquía horizontal. Horario flexible orientado a resultados; trabaja duro cuando y desde donde quieras. Ambiente de mucha autonomía con responsabilidad para tomar decisiones sin reuniones interminables. Un lugar con espacio para aprender mucho. Trabajar con un equipo de primer nivel. No tenemos un dress code. Ambiente propicio para crecer y mejorar habilidades con mentorías, cursos y conferencias.",https://www.glassdoor.com/partner/jobListing.htm?pos=205&ao=1136043&s=58&guid=0000017b57456514b9fb2194f6aee62a&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_4390cfc1&cb=1629256771195&jobListingId=1007243472072&jrtk=2-0-1fdbkap9vu5ej801-1fdbkapahu2vt800-70978df6b9965eb6,5.0,5.0,5.0,5.0,Full-time,NaN,other,1 to 50 Employees,NaN
Blackboard,3.7,Senior Software Engineer - Full Stack,Bogota,"
Building and maintaining backend REST Services using Java 
Building and maintaining front end libraries and frameworks with JavaScript 
Participating in user-centered research through client focus groups, interviews, usage analysis, and rapid prototyping
 Profiling and optimizing code to get the best performance for browsers and operating systems
 Working closely with designers and other developers in a tightly knit, agile team 
Helping to incorporate industry best practices and important developments into our products 
Participating and encouraging superior development practices including design reviews, code reviews, and peer mentoring 
Experience developing web applications with Java and Spring 
Experience developing cross-browser-compatible web applications in HTML5, JavaScript, and CSS 
Light experience creating and consuming RESTful APIs 
Familiarity with modern front end JavaScript frameworks such as jQuery, AngularJS, React, Redux 
A knowledge of modern CSS frameworks such as SASS and LESS 
Experience with Agile development, preferably Scrum 
Light experience integrating with and utilizing 3rd party API providers and cloud services 
Familiarity with Object-Oriented Analysis, Design, and programming 
Light experience using and talking about common Design Patterns
 A knowledge of UX/UI best practices 
A passion for high-quality maintainable code 
A clear understanding of refactoring and continuous improvement 
Excellent problem-solving skills and ability to excel at working with multidisciplinary teams to develop great user experiences 
A strong record of project execution and completion 
Experience creating services for NodeJS 
Experience building and packaging web applications 
Experience with scripting languages 
A level of comfort developing on Linux and Unix environments  Located in Capital Towers center in the financial district
  Excellent and secure area to eat lunch, have a walk, or dine after office hours
  Benefits in prepaid medicine
  Easy access to public transportation close to two important avenues, Carrera 7 and Calle 100
  Free bike parking for employees and paid bike parking for visitors
  Multiple private spaces for virtual and face-to-face meetings
  Regular events like bring your dog to work day and ping-pong, foosball, and Mario Kart tournaments
  Sodexo card provided for employees
  Learn more about the Bogota office culture by checking out our Facebook page",https://www.glassdoor.com/partner/jobListing.htm?pos=210&ao=1136043&s=58&guid=0000017b57456514b9fb2194f6aee62a&src=GD_JOB_AD&t=SR&vt=w&cs=1_caf1b17f&cb=1629256771196&jobListingId=1007243922284&jrtk=2-0-1fdbkap9vu5ej801-1fdbkapahu2vt800-62d52a6fff66744a,3.5,3.9,3.5,3.8,Full-time,Information Technology,other,1001 to 5000 Employees,NaN
CSG,4.1,Software Developer Engineer II,Bogota,"
A passion for technology and its use to solve business problems in a timely and robust manner. 
Ability to work within a cross-functional Agile team to develop new components in a highly iterative fashion. Involves close collaboration with product owners and QA. 
Develop critical components that compose CSG’s core product using Azure, AWS, .NET, C#, and Java. 
Provides Level 2 Support to customers - resolving technical issues/error messages encountered by customers in a live production environment. 
Appropriately handling all customer issues including troubleshooting and providing feedback to the customer. 
Resolve complex technical issues. 
Perform under minimal supervision on significant assignments. 
Ensure compliance with SLAs and OLAs 
Works in different business times (1PM to 10PM) and on-call 24hs / 7 days (negotiable). 
Shift work, Stand by support and working on weeknights/weekends/public holidays is required. 
For .Net Dev: C# 
For Java: Java 6 or superior 
Bachelor’s degree in Computer Science, Computer Engineering or a technically related field or equivalent experience. 
Willingness/availability for after-hours and night shifts support when needed. 
English verbal and written communication skills as well as interpersonal skills. 
Basic understanding of client requirements 
Ability to develop algorithms, to develop code, to unit test, to debug code, and to document. 
Works well within a team environment and Agile methods. 
Excellent verbal and written communication to effectively convey and clarify complex information. 
Ability to read, write, speak and understand the English language in a business environment. 
Knowledge of Multi-tiered, relational database architectures with UNIX, Oracle and Windows as the primary operating environments. 
Accountable for professional working behavior to include; building and maintaining constructive working relationships, implementing proactive and concise communication, acting as a resource to colleagues, and engaging in collaborative thinking and problem solving while demonstrating CSG’s core competencies and values. 
Available for international and domestic travel when needed. 
Works independently and knows when to request assistance, code reviews, or design guidance from senior members of the team. 
Plus is understand CSG software products and processes (Remedy, Jira, Confluence). 
Is a Plus the following any of techs stack: BMC Remedy;JIRA; Confluence; DevOps; Opscode Chef; Java; Angular; React, *nix Shell; Python; Docker; AWS S2, AWS S3, AWS Lambda, AWS CloudFormation, AWS CloudWatch, AWS Kinesis, AWS DynamoDB, AWS API Gateway.",https://www.glassdoor.com/partner/jobListing.htm?pos=229&ao=1136043&s=58&guid=0000017b57456514b9fb2194f6aee62a&src=GD_JOB_AD&t=SR&vt=w&cs=1_fb1a595f&cb=1629256771198&jobListingId=1007148002719&jrtk=2-0-1fdbkap9vu5ej801-1fdbkapahu2vt800-7f9508992a0e9d9c,3.9,4.2,3.7,4.2,Full-time,Information Technology,other,1001 to 5000 Employees,NaN
LiveVox,4.3,Sr. Software Engineer,Medellín,"
Create front-end user interfaces using Javascript and Javascript frameworks And/Or Build server-side software using Java 
Create integrated processes using APIs and cloud computing 
Deep understanding of REST APIs and JSON, and SOAP APIs and XML 
Analyze and compile data, codes and processes to identify areas of improvement and resolve issues 
Work jointly with other team members to set up objectives, as well as design/build cohesive, functional applications 
Think strategically, creatively and innovatively using sound judgment and technical skills 
Strong understanding of programming techniques and tools, as well as the web development cycle 
Record data and report findings to the appropriate parties 
Proficiency in writing and optimizing SQL queries 
Create security settings, restore and back up technologies for databases and websites 
Work in a fast-paced, ambiguous environment while managing and prioritizing multiple responsibilities 
4+ years of experience with backend development 
4+ years of recent experience building well tested high volume, large-scale, distributed systems 
Experience designing and building software applications which use APIs 
Familiarity with frontend development and Javascript 
BS. degree in Computer Science, System Engineering or a related field, or equivalent experience 
Experience with programming languages like Java, Javascript, Ruby, PHP, Python, or C# 
Experience with creating REST APIs 
Experience with version control, such as Git 
Experience with application architecture stacks, including API layer, business logic, data modeling, hosting, network and UI/UX 
Superb communication, time management, analytical, mathematical and problem-solving skills 
Keep up-to-date with the latest advancements in technology 
Effective communication in English, with excellent communication, presentation and facilitation skills 
Have interesting technical problems to solve, and awesome people to work with. 
Offer a competitive monthly compensation. 
Take advantage of being ""in the cloud"" by working remote sometimes. 
Are conveniently located close to shopping malls, restaurants and transportation.",https://www.glassdoor.com/partner/jobListing.htm?pos=215&ao=1136043&s=58&guid=0000017b57456514b9fb2194f6aee62a&src=GD_JOB_AD&t=SR&vt=w&cs=1_69eb7c98&cb=1629256771197&jobListingId=1007222206387&jrtk=2-0-1fdbkap9vu5ej801-1fdbkapahu2vt800-94da72eb96a3bee7,4.3,4.2,4.2,4.3,Full-time,Information Technology,other,201 to 500 Employees,NaN
SnapShop Inc.,5.0,Software Engineer - Mobile XR Prototyping,Bogota,"Working cross-functionally with XR engineering, designers, technical artists and product managers to deliver functional iOS XR prototype applications Participate in the design of underlying APIs and SDKs for exposing persistent XR services to our client’s AR/VR content authoring pipeline. High proficiency in iOS and ObjectiveC development Min. of 4 years professional experience with 3D programming for interactive graphics using game engines like Unity, Unreal or mobile native frameworks like ARKit Professional level understanding of 3D math Familiarity with ARKit and GameKit Self-motivated with an ability to take initiative Strong communication skills A passion for games and or XR technologies Ability to work well within a team environment for integration and final delivery Experience of shipping a game or XR experience Some console or mobile programming experience Familiarity with 3D modeling and CAD software (Maya, etc) Bachelor’s degree in Computer Science, Computer Engineering, or a similar field Facebook internal development experience Mercurial Yes",https://www.glassdoor.com/partner/jobListing.htm?pos=224&ao=1136043&s=58&guid=0000017b57456514b9fb2194f6aee62a&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_16a4707b&cb=1629256771198&jobListingId=1007232314309&jrtk=2-0-1fdbkap9vu5ej801-1fdbkapahu2vt800-15151e4b100db5a0,4.8,4.8,5.0,5.0,Full-time,NaN,other,1 to 50 Employees,NaN
Rockwell Automation,4.0,PROJECT SOFTWARE ENGINEER,Medellín,"Job Description
Rockwell Automation, the world's largest company dedicated to industrial automation, employs about 22,000 individuals globally, makes its customers more productive and the world more sustainable. Throughout the world, our flagship Allen-Bradley® and Rockwell Software® product brands are recognized for innovation and excellence, and serves customers in more than 80 countries worldwide.When you choose Rockwell Automation, you join talented employees who have helped us establish our leadership position in the automation industry over the past century.You join a diverse, inclusive and global community with a passion for innovation. A place where you can partner with great minds and inspiring people.As much as we focus on our customers, we know our employees are key to our success and future. Helping you develop a rewarding career is a top priority. Because when you succeed, we succeed.As a Software Engineer for Rockwell Automation, you will have the opportunity to design and develop industry-leading commercial software, known for its innovation and usability. You will also be responsible for performing basic software testing tasks including, but not limited to, test development, planning, scheduling, and execution. In this position, you will be highly involved in subsystem design, implementation, and testing, working very closely with the support of our senior engineers. You will play an active role in all the stages of the development lifecycle and support your team throughout the process. You will also help ensure that developed products meet requirements and are within total quality management standards. This position will allow you to collaborate with multiple global cross-functional teams. When you join our software engineering group, you become part of a team that believes in knowledge sharing and collaboration and that is committed to using reliable and well-thought-out engineering practices and technology to overcome any challenges. We are looking for someone who will effectively leverage and learn from a diverse set of technical backgrounds and opinions by fostering a team-oriented environment and the use of open and direct communications, honesty and respect. The ideal candidate will also actively seek knowledge of new developments in the software engineering, computer engineering, and test automation fields and will identify and pursue career development and training opportunities. The candidate should be an experienced professional with a full understanding of area of specialization and an ability to resolve wide range of issues in creative and effective ways. This role reports to the Software Engineering Manager and is located in Colombia What you will do - Independently gathers and documents requirements for a feature and its components, ensuring the information required for the development of software and corresponding test cases are contained in the specifications. - Participates in architectural design and independently develops system designs that meet the requirements. Provides estimates for the design. Considers tradeoffs between requirements, speed, cost and reliability in the choice of a design approach. - Implements and documents code that meets the requirements of the software design. - Leads or participates in reviews of documents, designs, code, test cases and user documentation. - Builds relationships and interacts with peers to ensure assigned tasks are prioritized appropriately. - Thinks outside the box and is willing to research and explore new avenues to overcome obstacles by utilizing the latest technologies and standards. May function as a go-to person for a technology, software methodology, or other area of expertise. - Takes the lead on identifying and recommending software development capability improvements in the areas of software development practices and development tools. Minimal qualifications - Bachelor’s degree in Computer Science, Computer Engineering, Electrical Engineering, or equivalent - At least 8 years of experience in a software product development environmentPreferred qualifications - Experience in large, scalable distributed systems and/or SaaS solutions - Software development on Cloud and Mobile platforms - Object orientated design using C++, C#, or Java - Proficiency in TypeScript, Node.js, Angular framework, GraphQL - One or more of the following – High availability, performance and scalability, micro services, SOA, modern database architectures, highly automated test systems, rapid prototyping, demonstrable experience of taking concept to product, Web technologies, security, data communication, and contemporary user interface technologies - Software development on both Windows and Linux - Direct experience with design patterns and architecting modular software - Direct experience with the Industrial Automation industry is desired - Direct experience collaborating with local and global technical development teams - Strong interpersonal and English communication (verbal and written)Show more ",https://www.glassdoor.com/partner/jobListing.htm?pos=319&ao=1136043&s=58&guid=0000017b5747b7f68d2d309e6fc370a8&src=GD_JOB_AD&t=SR&vt=w&cs=1_a703a8d8&cb=1629256923760&jobListingId=1006825559403&jrtk=2-0-1fdbkfe9du5e2801-1fdbkfe9ru272800-5315d63739e97602,3.6,4.0,3.6,3.7,Full-time,Manufacturing,other,10000+ Employees,NaN
